id,created_at,updated_at,is_active,icon,parent_id,has_options,type,title,description
01KHPX62GMS94BY1,2024-03-18 20:15:36.61881+00,,true,,01KHPX62GKQ42KHP,,standard,"{""az"":""Papaq, Şərf, Əlcək"",""en"":"""",""ru"":""""}","{""az"":""Papaq, Şərf, Əlcək\n\n\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMSBF0JF,2024-03-14 20:46:57.369475+00,,true,,01KHPX62GKV808QZ,,standard,"{""az"":""Sifət"",""en"":"""",""ru"":""""}","{""az"":""Sifət\n"",""en"":"""",""ru"":""""}"
01KHPX62GMSCRYAC,2024-03-06 19:54:12.573823+00,,true,,01KHPX62GKQ1DA84,,standard,"{""az"":""Təhsil veb saytı"",""en"":"""",""ru"":""""}","{""az"":""Təhsil veb saytı"",""en"":"""",""ru"":""""}"
01KHPX62GMSGNE2Z,2024-03-12 20:08:06.453839+00,,true,,01KHPX62GM1HVCPH,,standard,"{""az"":""Özün rənglə"",""en"":"""",""ru"":""""}","{""az"":""Özün rənglə\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMSH4Q70,2024-03-14 20:56:29.220183+00,,true,,01KHPX62GMCFTEV8,,standard,"{""az"":""Gözlər"",""en"":"""",""ru"":""""}","{""az"":""Gözlər\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMT935NJ,2024-03-06 19:15:25.11032+00,,true,,01KHPX62GKS0Q7GH,,standard,"{""az"":""Xaricdə Təhsil"",""en"":"""",""ru"":""""}","{""az"":""Xaricdə Təhsil"",""en"":"""",""ru"":""""}"
01KHPX62GMTBK8ZX,2024-03-15 19:55:32.729186+00,,true,,01KHPX62GKNXP8R5,,standard,"{""az"":""Konservlər"",""en"":"""",""ru"":""""}","{""az"":""Konservlər\n"",""en"":"""",""ru"":""""}"
01KHPX62GMTBRHGK,2024-03-14 21:00:17.253174+00,,true,,01KHPX62GKB35ZDJ,,standard,"{""az"":""Saça qulluq və düzəliş"",""en"":"""",""ru"":""""}","{""az"":""Saça qulluq və düzəliş\n"",""en"":"""",""ru"":""""}"
01KHPX62GMTDDV11,2024-03-08 18:50:40.596267+00,,true,,01KHPX62GKNGXP6J,,standard,"{""az"":""Bərbərxana və Gözəllik salonları"",""en"":"""",""ru"":""""}","{""az"":""Bərbərxana və Gözəllik salonları"",""en"":"""",""ru"":""""}"
01KHPX62GMTP3ZF7,2024-03-15 19:26:50.631287+00,,true,,01KHPX62GKDV7R2J,,standard,"{""az"":""Kompotlar"",""en"":"""",""ru"":""""}","{""az"":""Kompotlar\n\n\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMTTMWN5,2024-03-14 20:44:19.052869+00,,true,,01KHPX62GK7N1ZXV,,standard,"{""az"":""Tatuaj və Bədən sənəti"",""en"":"""",""ru"":""""}","{""az"":""Tatuaj və Bədən sənəti\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMTXYZ41,2024-03-12 20:03:18.061947+00,,true,,01KHPX62GMJ7R3MJ,,standard,"{""az"":""Müalicəvi kurslar"",""en"":"""",""ru"":""""}","{""az"":""Müalicəvi kurslar\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMTZV1FM,2024-03-12 19:30:59.451671+00,,true,,01KHPX62GK3SDAX9,,standard,"{""az"":""Qeyri-Bədii ədəbiyyat"",""en"":"""",""ru"":""""}","{""az"":""Qeyri-Bədii ədəbiyyat\n"",""en"":"""",""ru"":""""}"
01KHPX62GMV5F3TN,2024-03-15 19:22:14.753232+00,,true,,01KHPX62GKDV7R2J,,standard,"{""az"":""Enerji içkiləri"",""en"":"""",""ru"":""""}","{""az"":""Enerji içkiləri\n"",""en"":"""",""ru"":""""}"
01KHPX62GMV71A2R,2024-03-14 06:13:55.24693+00,,true,,01KHPX62GJH5VHNM,,standard,"{""az"":""Alətlər və Aksesuarlar"",""en"":"""",""ru"":""""}","{""az"":""Alətlər və Aksesuarlar\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMV8DQ57,2024-02-18 19:10:51+00,2024-02-18 19:10:53+00,true,minik-avto.png,01KHPX62GJDWS0F9,,standard,"{""az"":""Minik Avtomobiller"",""en"":"""",""ru"":""""}","{""az"":""Minik Avtomobiller"",""en"":"""",""ru"":""""}"
01KHPX62GMVCN92B,2024-03-08 19:12:36.501102+00,,true,,01KHPX62GKX8R996,,standard,"{""az"":""Məişət texnikası"",""en"":"""",""ru"":""""}","{""az"":""Məişət texnikası"",""en"":"""",""ru"":""""}"
01KHPX62GMVHZ3VC,2024-03-14 06:10:43.331175+00,,true,,01KHPX62GMB10HKC,,standard,"{""az"":""Digər"",""en"":"""",""ru"":""""}","{""az"":""Digər\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMVJ3S8J,2024-03-14 06:02:45.54395+00,,true,,01KHPX62GMG314GD,,standard,"{""az"":""Kömək təşkilatları"",""en"":"""",""ru"":""""}","{""az"":""\nKömək təşkilatları\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMW0093Q,2024-03-18 20:13:57.726621+00,,true,,01KHPX62GKQ42KHP,,standard,"{""az"":""Geyim aksesuarları"",""en"":"""",""ru"":""""}","{""az"":""Geyim aksesuarları\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMW26FSM,2024-03-14 20:50:23.930662+00,,true,,01KHPX62GK2JN6MY,,standard,"{""az"":""Kontakt linzalar"",""en"":"""",""ru"":""""}","{""az"":""Kontakt linzalar\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMW3MYRZ,2024-03-07 20:08:47.712933+00,,true,,01KHPX62GK7VM447,,standard,"{""az"":""Mağazalar və Mağaza şöbələri"",""en"":"""",""ru"":""""}","{""az"":""Mağazalar və Mağaza şöbələri"",""en"":"""",""ru"":""""}"
01KHPX62GMW4DVYD,2024-03-18 20:16:36.368476+00,,true,,01KHPX62GKQ42KHP,,standard,"{""az"":""Toxunma geyimlər"",""en"":"""",""ru"":""""}","{""az"":""Toxunma geyimlər\n\n\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMW5T55Z,2024-03-15 19:15:31.137841+00,,true,,01KHPX62GKNK5H1Q,,standard,"{""az"":""Digər ətlər və ət məhsulları"",""en"":"""",""ru"":""""}","{""az"":""Digər ətlər və ət məhsulları\n\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMW77W2C,2024-03-15 19:26:35.262039+00,,true,,01KHPX62GKDV7R2J,,standard,"{""az"":""Kakao"",""en"":"""",""ru"":""""}","{""az"":""Kakao\n\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMW9N63N,2024-03-15 19:46:07.820582+00,,true,,01KHPX62GK8TQ8TV,,standard,"{""az"":""Yoqurt"",""en"":"""",""ru"":""""}","{""az"":""Yoqurt\n\n\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMWCQDPN,2024-03-14 20:40:59.951709+00,,true,,01KHPX62GK7N1ZXV,,standard,"{""az"":""Dırnaq incəsənəti və Alətləri"",""en"":"""",""ru"":""""}","{""az"":""Dırnaq incəsənəti və Alətləri\n"",""en"":"""",""ru"":""""}"
01KHPX62GMWGR2S7,2024-03-18 20:25:36.665572+00,,true,,01KHPX62GK89CT0T,,standard,"{""az"":""Kvars saatlar "",""en"":"""",""ru"":""""}","{""az"":""Kvars saatlar \n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMWMA6WC,2024-02-18 19:24:02+00,2024-02-18 19:24:04+00,true,paltar.png,01KHPX62GMJD211R,,standard,"{""az"":""Paltar"",""en"":"""",""ru"":""""}","{""az"":""Paltar"",""en"":"""",""ru"":""""}"
01KHPX62GMWMABNH,2024-03-07 20:09:47.716531+00,,true,,01KHPX62GK7VM447,,standard,"{""az"":""Saxlama anbarları və Təmir sexləri"",""en"":"""",""ru"":""""}","{""az"":""Saxlama anbarları və Təmir sexləri"",""en"":"""",""ru"":""""}"
01KHPX62GMWW8E1P,2024-03-18 20:13:13.286527+00,,true,,01KHPX62GKQ42KHP,,standard,"{""az"":""Geyimlər"",""en"":"""",""ru"":""""}","{""az"":""Geyimlər\n"",""en"":"""",""ru"":""""}"
01KHPX62GMX0BDFK,2024-03-14 20:58:17.059456+00,,true,,01KHPX62GMCFTEV8,,standard,"{""az"":""Digər"",""en"":"""",""ru"":""""}","{""az"":""Digər\n\n\n\n\n\n\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMX1TGRP,2024-03-08 18:51:33.017366+00,,true,,01KHPX62GKNGXP6J,,standard,"{""az"":""İstirahət mərkəzləri"",""en"":"""",""ru"":""""}","{""az"":""İstirahət mərkəzləri"",""en"":"""",""ru"":""""}"
01KHPX62GMX3Z48T,2024-03-12 19:32:24.28448+00,,true,,01KHPX62GK3SDAX9,,standard,"{""az"":""Lüğətlər və Danışıq kitabçaları"",""en"":"""",""ru"":""""}","{""az"":""Lüğətlər və Danışıq kitabçaları\n"",""en"":"""",""ru"":""""}"
01KHPX62GMX74QBW,2024-03-14 20:47:34.099643+00,,true,,01KHPX62GKV808QZ,,standard,"{""az"":""Bədən"",""en"":"""",""ru"":""""}","{""az"":""Bədən\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMXBRK6E,2024-03-14 06:01:44.617776+00,,true,,01KHPX62GMG314GD,,standard,"{""az"":""Yerləşdirmə "",""en"":"""",""ru"":""""}","{""az"":""Yerləşdirmə \n"",""en"":"""",""ru"":""""}"
01KHPX62GMXTXBC0,2024-03-15 19:36:57.745309+00,,true,,01KHPX62GK8TQ8TV,,standard,"{""az"":""Yağlar"",""en"":"""",""ru"":""""}","{""az"":""Yağlar\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMXVCKXR,2024-03-12 19:31:54.21837+00,,true,,01KHPX62GK3SDAX9,,standard,"{""az"":""Biznes, Psixologiya Motivasiya"",""en"":"""",""ru"":""""}","{""az"":""Biznes, Psixologiya Motivasiya\n"",""en"":"""",""ru"":""""}"
01KHPX62GMXWAVXC,2024-03-15 19:56:31.457864+00,,true,,01KHPX62GKNXP8R5,,standard,"{""az"":""Mürəbbələr"",""en"":"""",""ru"":""""}","{""az"":""Mürəbbələr\n"",""en"":"""",""ru"":""""}"
01KHPX62GMXXCG5M,2024-03-14 06:12:23.593397+00,,true,,01KHPX62GJH5VHNM,,standard,"{""az"":""Təbii parik saçlar"",""en"":"""",""ru"":""""}","{""az"":""Təbii parik saçlar\n"",""en"":"""",""ru"":""""}"
01KHPX62GMXZ88YW,2024-03-12 19:34:47.45819+00,,true,,01KHPX62GK3SDAX9,,standard,"{""az"":""Musiqi kitabları"",""en"":"""",""ru"":""""}","{""az"":""Musiqi kitabları\n"",""en"":"""",""ru"":""""}"
01KHPX62GMXZD2CV,2024-03-14 06:15:24.268906+00,,true,,01KHPX62GJH5VHNM,,standard,"{""az"":""Digər"",""en"":"""",""ru"":""""}","{""az"":""Digər\n\n\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMY0QXHG,2024-03-12 20:00:33.88353+00,,true,,01KHPX62GMJ7R3MJ,,standard,"{""az"":""Coğrafiya kursu"",""en"":"""",""ru"":""""}","{""az"":""Coğrafiya kursu\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMY552A1,2024-03-07 20:12:55.979491+00,,true,,01KHPX62GKETSNBZ,,standard,"{""az"":""Telekommunikasiya"",""en"":"""",""ru"":""""}","{""az"":""Telekommunikasiya"",""en"":"""",""ru"":""""}"
01KHPX62GMY765JA,2024-03-15 19:50:01.08887+00,,true,,01KHPX62GK31TY2B,,standard,"{""az"":""Göyərtilər"",""en"":"""",""ru"":""""}","{""az"":""Göyərtilər\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMY7742X,2024-03-14 06:02:07.344234+00,,true,,01KHPX62GMG314GD,,standard,"{""az"":""Məşğulluq"",""en"":"""",""ru"":""""}","{""az"":""Məşğulluq\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMYKN4T7,2024-03-08 19:14:41.972767+00,,true,,01KHPX62GKN9AEED,,standard,"{""az"":""Pişiklər və Pişik aləmi"",""en"":"""",""ru"":""""}","{""az"":""Pişiklər və Pişik aləmi"",""en"":"""",""ru"":""""}"
01KHPX62GMYTCMAR,2024-03-18 20:30:07.016108+00,,true,,01KHPX62GK89CT0T,,standard,"{""az"":""Digər"",""en"":"""",""ru"":""""}","{""az"":""Digər\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMYWSDNT,2024-03-15 19:47:06.596445+00,,true,,01KHPX62GK8TQ8TV,,standard,"{""az"":""Süd"",""en"":"""",""ru"":""""}","{""az"":""Süd\n\n\n\n\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMYYDRY3,2024-03-12 19:32:46.278368+00,,true,,01KHPX62GK3SDAX9,,standard,"{""az"":""Tədris kitabları"",""en"":"""",""ru"":""""}","{""az"":""Tədris kitabları\n"",""en"":"""",""ru"":""""}"
01KHPX62GMZ3BJ3C,2024-03-14 06:14:48.19252+00,,true,,01KHPX62GJH5VHNM,,standard,"{""az"":""Saç vasitələri"",""en"":"""",""ru"":""""}","{""az"":""Saç vasitələri\n\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMZ49E15,2024-03-15 19:50:19.914396+00,,true,,01KHPX62GK31TY2B,,standard,"{""az"":""Quru meyvələr və tərəvəzlər"",""en"":"""",""ru"":""""}","{""az"":""Quru meyvələr və tərəvəzlər\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMZ7ATHE,2024-03-15 19:49:42.725946+00,,true,,01KHPX62GK31TY2B,,standard,"{""az"":""Tərəvəzlər"",""en"":"""",""ru"":""""}","{""az"":""Tərəvəzlər\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GMZETFRJ,2024-03-14 20:53:50.114794+00,,true,,01KHPX62GMF310S2,,standard,"{""az"":""Aparatla manikür"",""en"":"""",""ru"":""""}","{""az"":""Aparatla manikür\n"",""en"":"""",""ru"":""""}"
01KHPX62GMZKTXN8,2024-03-15 19:35:30.780721+00,,true,,01KHPX62GK8TQ8TV,,standard,"{""az"":""Şor"",""en"":"""",""ru"":""""}","{""az"":""Şor\n"",""en"":"""",""ru"":""""}"
01KHPX62GN0F58N2,2024-03-20 19:47:54.989888+00,,true,,01KHPX62GKZ93MKV,,standard,"{""az"":""Uzaqdan idarə olunan oyuncaqlar"",""en"":"""",""ru"":""""}","{""az"":""Uzaqdan idarə olunan oyuncaqlar\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GN26JMMS,2024-03-19 19:31:19.931402+00,,true,,01KHPX62GKEX118R,,standard,"{""az"":""Qız geyimləri"",""en"":"""",""ru"":""""}","{""az"":""Qız geyimləri\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GN3774PY,2024-03-20 19:48:11.257331+00,,true,,01KHPX62GKZ93MKV,,standard,"{""az"":""Klassik oyuncaqlar"",""en"":"""",""ru"":""""}","{""az"":""Klassik oyuncaqlar\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GN39WJP9,2024-03-19 19:31:02.730503+00,,true,,01KHPX62GKEX118R,,standard,"{""az"":""Körpə oğlan geyimləri"",""en"":"""",""ru"":""""}","{""az"":""Körpə oğlan geyimləri\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GN41R057,2024-03-20 19:39:24.221653+00,,true,,01KHPX62GK0CR2F8,,standard,"{""az"":""Təhlükəsizlik avadanlığı"",""en"":"""",""ru"":""""}","{""az"":""Təhlükəsizlik avadanlığı\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GN4H9MWE,2024-03-19 19:31:35.0771+00,,true,,01KHPX62GKEX118R,,standard,"{""az"":""Oğlan geyimləri"",""en"":"""",""ru"":""""}","{""az"":""Oğlan geyimləri\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GN4ZPNM2,2024-03-20 19:41:15.315833+00,,true,,01KHPX62GK0CR2F8,,standard,"{""az"":""Digər"",""en"":"""",""ru"":""""}","{""az"":""Digər\n\n\n\n\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GN57AQWS,2024-03-19 19:31:52.541431+00,,true,,01KHPX62GKEX118R,,standard,"{""az"":""Uşaq ayaqqabıları"",""en"":"""",""ru"":""""}","{""az"":""Uşaq ayaqqabıları\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GN5CBMZ6,2024-03-20 19:40:40.016942+00,,true,,01KHPX62GK0CR2F8,,standard,"{""az"":""Uşaqlar üçün avto oturacaqlar"",""en"":"""",""ru"":""""}","{""az"":""Uşaqlar üçün avto oturacaqlar\n\n\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GN68KXF3,2024-03-20 19:39:46.097105+00,,true,,01KHPX62GK0CR2F8,,standard,"{""az"":""Uşaq üçün qulluq vasitələri"",""en"":"""",""ru"":""""}","{""az"":""Uşaq üçün qulluq vasitələri\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GN6QEVCZ,2024-03-20 19:48:27.420249+00,,true,,01KHPX62GKZ93MKV,,standard,"{""az"":""Öyrənmə və Təhsil"",""en"":"""",""ru"":""""}","{""az"":""Öyrənmə və Təhsil\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GN9FRRHV,2024-03-20 19:49:34.795256+00,,true,,01KHPX62GKZ93MKV,,standard,"{""az"":""Körpə və uşaq oyuncaqları"",""en"":"""",""ru"":""""}","{""az"":""Körpə və uşaq oyuncaqları\n\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GNFCRDT6,2024-03-20 19:52:09.621271+00,,true,,01KHPX62GKZ93MKV,,standard,"{""az"":""Hovuz və su əyləncəsi"",""en"":"""",""ru"":""""}","{""az"":""Hovuz və su əyləncəsi\n\n\n\n\n\n\n\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GNH85QE5,2024-03-20 19:40:03.546762+00,,true,,01KHPX62GK0CR2F8,,standard,"{""az"":""Uşaq arabaları və Hərəkət avadanlıqları"",""en"":"""",""ru"":""""}","{""az"":""Uşaq arabaları və Hərəkət avadanlıqları\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GNHNX6H6,2024-03-20 19:47:37.416182+00,,true,,01KHPX62GKZ93MKV,,standard,"{""az"":""Gəlinciklər və yumşaq oyuncaqlar"",""en"":"""",""ru"":""""}","{""az"":""Gəlinciklər və yumşaq oyuncaqlar\n"",""en"":"""",""ru"":""""}"
01KHPX62GNKYRCS9,2024-03-20 19:48:43.700582+00,,true,,01KHPX62GKZ93MKV,,standard,"{""az"":""Açıq əyləncə və idman"",""en"":"""",""ru"":""""}","{""az"":""Açıq əyləncə və idman\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GNNYMXFS,2024-03-20 19:51:33.919171+00,,true,,01KHPX62GKZ93MKV,,standard,"{""az"":""İncəsənət və sənətkarlıq. DİY oyuncaqlar"",""en"":"""",""ru"":""""}","{""az"":""İncəsənət və sənətkarlıq. DİY oyuncaqlar\n\n\n\n\n\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GNPEXG8S,2024-03-20 19:51:53.149623+00,,true,,01KHPX62GKZ93MKV,,standard,"{""az"":""Populyar oyuncaqlar"",""en"":"""",""ru"":""""}","{""az"":""İPopulyar oyuncaqlar\n\n\n\n\n\n\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GNPQ22W3,2024-03-20 19:51:18.375034+00,,true,,01KHPX62GKZ93MKV,,standard,"{""az"":""Yüksək texnologiyalı oyuncaqlar"",""en"":"""",""ru"":""""}","{""az"":""Yüksək texnologiyalı oyuncaqlar\n\n\n\n\n\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GNQK3H5N,2024-03-20 19:50:27.258969+00,,true,,01KHPX62GKZ93MKV,,standard,"{""az"":""Stress çıxardan oyuncaqlar"",""en"":"""",""ru"":""""}","{""az"":""Stress çıxardan oyuncaqlar\n\n\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GNQMD0HB,2024-03-20 19:50:10.447174+00,,true,,01KHPX62GKZ93MKV,,standard,"{""az"":""Bulmacalar və oyuncaqlar"",""en"":"""",""ru"":""""}","{""az"":""Bulmacalar və oyuncaqlar\n\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GNRZFNFP,2024-03-20 19:39:01.566127+00,,true,,01KHPX62GK0CR2F8,,standard,"{""az"":""Qidalanma"",""en"":"""",""ru"":""""}","{""az"":""Qidalanma\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GNS74WHG,2024-03-20 19:51:01.607692+00,,true,,01KHPX62GKZ93MKV,,standard,"{""az"":""Oyun kolleksiya kartları"",""en"":"""",""ru"":""""}","{""az"":""Oyun kolleksiya kartları\n\n\n\n\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GNVGSCZV,2024-03-20 19:50:43.757815+00,,true,,01KHPX62GKZ93MKV,,standard,"{""az"":""Tikinti oyuncaqlar"",""en"":"""",""ru"":""""}","{""az"":""Tikinti oyuncaqlar\n\n\n\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GNWQD5J1,2024-03-20 19:49:18.493969+00,,true,,01KHPX62GKZ93MKV,,standard,"{""az"":""Oyuncaq nəqliyyat vasitələri"",""en"":"""",""ru"":""""}","{""az"":""Oyuncaq nəqliyyat vasitələri\n\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GNXN4Y01,2024-03-20 19:49:51.274888+00,,true,,01KHPX62GKZ93MKV,,standard,"{""az"":""Elektron oyuncaqlar"",""en"":"""",""ru"":""""}","{""az"":""Elektron oyuncaqlar\n\n\n\n\n"",""en"":"""",""ru"":""""}"
01KHPX62GNY4105B,2024-03-20 19:38:33.92312+00,,true,,01KHPX62GK0CR2F8,,standard,"{""az"":""Uşaq və körpə mebeli"",""en"":"""",""ru"":""""}","{""az"":""Uşaq və körpə mebeli\n"",""en"":"""",""ru"":""""}"
01KHPX62GNYFRD1J,2024-03-20 19:49:00.220325+00,,true,,01KHPX62GKZ93MKV,,standard,"{""az"":""Fiqur oyuncaqlar"",""en"":"""",""ru"":""""}","{""az"":""Fiqur oyuncaqlar\n\n\n\n"",""en"":"""",""ru"":""""}"
